obs,gnut,male,land,labor,seed,agrochem,usehirlab,imprseed,earlypln,latepln,soil3,extens,socnet,farmtyp3,farmtyp2,dist1,dist2
1664,4.969813347,1,-1.609437943,3.197570562,2.995732307,0,1,0,1,0,0,0,1,1,0,1,0
1365,5.703782558,1,-1.609437943,3.182377815,2.890371799,0,0,0,0,0,1,0,0,1,0,1,0
182,4.836281776,0,-1.609437943,3.631938696,2.302585125,0,0,0,1,0,1,0,1,1,0,1,0
728,5.375278473,0,-1.609437943,3.849274874,2.484906673,0,1,0,0,0,1,0,1,1,0,1,0
543,5.59842205,0,-1.203972816,3.860687733,2.708050251,0,1,0,0,0,0,1,1,1,0,1,0
485,4.68213129,0,-2.302585125,3.051923513,2.302585125,0,0,0,0,0,1,0,1,0,1,1,0
496,5.192956924,0,-1.609437943,3.520046473,3.218875885,0,1,1,1,0,0,1,1,1,0,0,1
1595,3.295836926,1,-2.302585125,4.048963547,2.302585125,0,0,0,0,0,1,1,1,1,0,1,0
1624,4.762174129,1,-1.609437943,3.383440733,2.484906673,0,0,0,0,0,1,0,1,0,0,0,1
656,5.59842205,0,-1.609437943,3.46692276,3.218875885,0,0,1,1,0,0,1,1,1,0,0,1
899,5.241746902,1,-1.609437943,3.353546619,2.995732307,0,1,0,1,0,0,1,1,1,0,0,1
1255,6.150602818,1,-1.609437943,5.067223549,1.791759491,0,1,1,1,0,1,1,1,1,0,0,1
742,4.43081665,0,-1.609437943,2.915552139,1.386294365,0,0,0,0,0,1,0,0,0,1,1,0
215,5.886104107,0,-1.609437943,3.160229206,2.890371799,0,0,1,1,0,0,0,1,1,0,0,1
1377,5.192956924,1,-1.609437943,3.86894846,2.484906673,0,0,0,0,0,1,0,1,1,0,1,0
517,4.276666164,0,-2.120263577,3.424555779,3.401197433,0,0,1,0,0,1,0,1,0,0,0,0
378,4.276666164,0,-2.302585125,2.931140423,0.693147182,0,0,0,1,0,1,1,1,1,0,1,0
1550,5.375278473,1,-1.609437943,3.220953703,2.708050251,0,1,0,1,0,0,0,1,1,0,1,0
66,5.288267136,0,-1.609437943,3.756257772,1.609437943,0,1,1,0,0,1,0,1,1,0,1,0
980,4.276666164,1,-2.302585125,3.305493832,1.791759491,0,0,1,1,0,0,0,0,0,0,0,1
1357,4.836281776,1,-1.27296567,3.994266272,2.484906673,0,0,1,1,0,0,0,0,0,0,0,1
1487,4.276666164,1,-2.302585125,3.564279556,3.68887949,0,0,1,0,0,0,0,1,0,1,0,0
1354,4.499809742,1,-2.120263577,2.901970863,2.890371799,0,1,1,0,0,1,0,1,1,0,0,0
618,2.890371799,0,-1.609437943,3.60013032,1.791759491,0,0,0,0,0,0,0,0,0,0,0,1
772,3.988984108,0,-2.302585125,4.043962955,2.484906673,0,1,1,0,1,0,0,1,1,0,0,0
526,4.68213129,0,-1.609437943,4.06758976,1.791759491,0,1,0,0,0,1,0,0,1,0,1,0
168,5.886104107,0,-1.609437943,3.370875597,2.302585125,0,1,0,0,0,1,0,1,0,1,1,0
394,4.499809742,0,-1.609437943,3.755041599,2.302585125,8.742334366,1,0,0,0,0,0,0,0,0,1,0
241,4.276666164,0,-1.609437943,4.448165417,2.302585125,0,0,1,1,0,0,1,1,0,0,0,1
302,3.583518982,0,-2.302585125,2.021812439,1.609437943,0,0,0,1,0,1,0,0,0,0,1,0
381,4.969813347,0,-1.609437943,3.95423913,1.791759491,0,0,0,0,0,1,0,1,1,0,1,0
1321,4.969813347,1,-1.609437943,3.679586411,1.791759491,0,1,1,1,0,1,0,0,0,1,0,1
1024,4.762174129,1,-1.609437943,3.178053856,2.708050251,0,0,1,1,0,0,0,1,1,0,0,1
325,4.276666164,0,-1.609437943,3.459088802,2.302585125,0,0,1,0,0,0,1,0,1,0,1,0
1020,3.988984108,1,-1.609437943,3.136580467,1.791759491,0,0,0,0,0,1,1,0,0,0,1,0
1420,3.988984108,1,-2.813410759,3.478775501,1.386294365,0,0,0,0,0,0,0,1,0,0,0,1
1368,3.80666256,1,-2.302585125,2.70095849,0.693147182,0,0,0,0,0,1,1,1,1,0,1,0
849,5.375278473,1,-1.609437943,4.522874832,2.302585125,0,0,0,1,0,1,1,0,0,0,1,0
99,4.499809742,0,-1.609437943,3.123861551,2.890371799,0,0,1,0,0,0,0,0,1,0,0,0
1054,3.68887949,1,-1.609437943,3.82972765,2.484906673,0,0,0,0,0,1,0,1,1,0,1,0
727,4.68213129,0,-2.024953365,1.879770398,2.197224617,0,0,1,0,0,0,1,1,1,0,0,0
178,2.890371799,0,-1.609437943,3.631276846,2.302585125,0,0,0,1,0,0,1,1,1,0,1,0
1484,3.988984108,1,-2.302585125,3.548496008,2.708050251,0,0,1,0,0,1,0,0,0,1,0,1
1613,5.192956924,1,-2.302585125,3.444065332,1.945910096,0,0,0,1,0,0,0,0,1,0,1,0
949,4.969813347,1,-1.609437943,3.98601675,2.302585125,0,1,0,1,0,1,0,0,0,0,1,0
1214,3.583518982,1,-2.120263577,2.913437128,1.791759491,0,0,0,0,0,0,0,0,0,1,1,0
588,5.375278473,0,-1.609437943,3.528241158,2.708050251,0,0,1,0,0,0,1,1,1,0,0,1
1201,3.583518982,1,-2.302585125,3.006078482,1.609437943,0,0,0,0,0,1,0,0,1,0,1,0
220,4.68213129,0,-2.302585125,2.929004669,0.693147182,0,0,0,0,0,1,1,1,0,1,1,0
31,3.295836926,0,-2.302585125,1.474305272,0.693147182,0,0,0,1,0,0,0,1,0,0,0,1
304,4.499809742,0,-1.609437943,3.916174412,3.178053856,0,0,1,0,0,0,0,0,0,1,0,0
630,4.836281776,0,-1.609437943,3.456600428,2.995732307,0,1,1,1,0,0,0,1,0,0,0,1
549,4.60517025,0,-1.609437943,3.978147745,0.693147182,0,0,1,1,0,0,0,1,1,0,1,0
687,3.988984108,0,-2.302585125,4.358374119,1.609437943,0,1,1,0,0,0,0,1,1,0,0,0
546,4.276666164,0,-2.302585125,2.225919962,2.484906673,0,0,1,0,0,0,1,1,1,0,0,0
922,4.68213129,1,-2.302585125,3.494869947,2.484906673,0,0,1,0,0,1,1,0,1,0,1,0
1466,5.192956924,1,-2.302585125,4.421343327,2.995732307,0,0,1,1,0,0,1,1,0,0,0,1
998,3.988984108,1,-1.609437943,3.753777266,1.945910096,0,0,0,0,0,0,1,0,0,1,1,0
529,4.68213129,0,-2.302585125,2.823756933,2.197224617,0,0,1,0,0,1,0,1,0,0,0,0
824,4.276666164,1,-2.302585125,2.55676198,2.302585125,0,0,0,1,0,1,1,1,0,0,1,0
40,4.68213129,0,-1.609437943,3.647875071,2.484906673,0,1,1,0,0,0,0,1,1,0,0,1
1318,5.886104107,1,-1.609437943,4.245433331,2.995732307,0,0,1,1,0,1,0,0,0,1,0,1
1107,5.654592037,1,-2.302585125,3.501223564,3.218875885,0,0,0,0,0,0,0,1,0,1,1,0
612,3.988984108,0,-2.302585125,2.600613356,2.079441547,0,0,0,0,0,1,0,1,0,1,1,0
669,5.192956924,0,-1.609437943,3.528651953,2.484906673,0,1,1,0,0,0,1,1,1,0,0,0
799,3.583518982,0,-1.609437943,3.809525013,2.484906673,0,0,1,0,0,0,0,0,1,0,0,0
1650,4.499809742,1,-1.609437943,3.96577239,1.791759491,0,1,0,0,0,1,0,0,0,0,1,0
140,2.890371799,0,-1.609437943,3.882058382,1.791759491,0,0,0,0,0,1,1,1,1,0,1,0
863,6.289715767,1,-1.203972816,4.502672195,2.995732307,0,0,1,1,0,1,0,1,0,1,0,1
1312,4.68213129,1,-2.302585125,3.879912853,2.708050251,0,1,0,1,0,0,1,1,1,0,1,0
770,5.662960529,0,-2.302585125,2.668616056,1.791759491,0,0,1,0,0,0,0,1,0,1,0,0
1296,5.723585129,1,-1.609437943,3.68752861,1.791759491,0,1,0,1,0,1,0,1,0,0,0,1
815,5.455321312,0,-1.609437943,3.540147305,1.791759491,0,1,0,1,0,0,0,1,1,0,1,0
1109,4.969813347,1,-1.609437943,4.22176981,2.708050251,0,0,1,0,0,0,0,1,0,1,0,0
1338,4.969813347,1,-1.609437943,4.511408806,2.484906673,0,1,1,0,0,1,1,1,1,0,0,0
487,4.836281776,0,-1.609437943,3.175801277,2.484906673,0,0,0,0,0,1,0,0,0,0,1,0
158,6.056784153,0,-1.609437943,4.518304348,1.791759491,0,1,0,0,1,0,0,1,1,0,0,1
63,4.969813347,0,-2.120263577,3.475067139,1.791759491,0,1,0,1,0,0,0,1,1,0,1,0
414,4.276666164,0,-1.609437943,3.701894522,2.302585125,0,0,1,0,0,0,0,1,1,0,1,0
1428,4.68213129,1,-1.609437943,3.606584311,2.484906673,0,0,0,0,0,0,0,0,1,0,1,0
223,4.499809742,0,-1.609437943,4.060408592,0.693147182,0,0,0,0,0,1,0,0,0,0,1,0
323,5.204006672,0,-2.302585125,3.409892797,2.302585125,0,1,0,1,0,0,0,1,1,0,0,1
50,3.295836926,0,-2.120263577,3.579789877,3.178053856,0,0,0,0,0,0,0,0,1,0,0,0
188,4.499809742,0,-1.609437943,3.105169535,1.791759491,0,0,1,0,1,0,1,1,1,0,0,1
334,4.276666164,0,-1.609437943,3.906688929,1.609437943,0,0,1,0,0,0,0,1,1,0,1,0
330,4.969813347,0,-2.302585125,3.161416292,2.302585125,0,0,1,0,0,0,0,1,1,0,0,1
1013,6.173786163,1,-1.609437943,3.813616037,2.708050251,0,1,1,1,0,0,0,0,0,0,0,1
884,4.836281776,1,-1.609437943,4.023421288,2.302585125,0,0,0,1,0,0,0,1,0,0,0,1
206,4.836281776,0,-1.609437943,4.512572289,1.791759491,0,1,1,0,0,0,0,0,0,0,0,0
19,4.143134594,0,-2.302585125,2.502255201,2.302585125,0,0,0,0,0,1,1,1,1,0,1,0
1542,4.499809742,1,-2.120263577,3.925570726,1.791759491,0,0,0,0,0,0,0,1,1,0,0,1
866,4.499809742,1,-1.609437943,3.407278776,2.197224617,0,1,1,0,0,0,0,1,1,0,0,0
554,4.836281776,0,-1.609437943,4.148927689,2.302585125,0,0,0,1,0,0,0,1,1,0,0,1
400,4.499809742,0,-2.302585125,3.354455233,2.079441547,0,1,1,0,0,0,0,1,0,1,0,1
1552,6.352629185,1,-1.609437943,3.778743029,1.098612309,0,1,1,0,0,1,0,1,1,0,0,1
1523,5.501258373,1,-2.302585125,3.311272621,2.079441547,0,1,1,0,0,0,1,1,1,0,0,1
155,4.499809742,0,-1.609437943,3.273061037,1.791759491,0,0,1,0,0,0,1,1,1,0,0,1
977,4.68213129,1,-1.609437943,3.589307785,3.218875885,0,1,1,0,0,0,1,1,0,0,0,0
896,3.583518982,1,-2.995732307,2.839312315,0,0,0,0,0,0,1,0,0,0,0,1,0
432,5.192956924,0,-1.609437943,4.969771385,1.386294365,0,1,1,1,0,1,1,1,1,0,1,0
889,5.958424568,1,-1.609437943,3.606584311,2.890371799,0,0,1,1,0,0,0,1,1,0,0,1
352,5.192956924,0,-1.609437943,3.455811739,2.484906673,0,1,1,0,0,0,0,0,0,1,1,0
136,4.499809742,0,-1.609437943,3.432243824,1.791759491,0,1,1,0,0,0,0,0,0,0,0,0
735,5.192956924,0,-1.203972816,5.066883087,3.091042519,0,1,1,0,0,1,0,1,1,0,0,0
1567,5.857933044,1,-1.609437943,4.028578758,1.791759491,0,0,0,1,0,0,1,1,0,0,0,1
1511,6.068425655,1,-1.609437943,4.824064732,2.995732307,0,1,1,0,0,0,0,1,1,0,0,1
568,5.192956924,0,-1.609437943,3.639610529,3.68887949,0,1,1,1,0,0,1,1,1,0,0,1
413,3.988984108,0,-1.609437943,4.081934452,2.995732307,0,0,1,0,0,0,1,1,1,0,0,1
243,3.583518982,0,-2.302585125,3.542812586,0,0,0,1,0,0,1,0,1,0,0,0,0
345,2.890371799,0,-3.218875885,1.619784236,0,0,0,0,0,0,1,0,1,1,0,1,0
1070,3.583518982,1,-1.609437943,3.597257376,0.693147182,0,0,1,0,0,0,0,0,0,1,1,0
598,3.583518982,0,-1.609437943,3.455717087,1.791759491,0,0,0,1,0,0,0,0,0,0,0,1
1346,5.192956924,1,-2.302585125,3.401197433,2.708050251,0,1,0,0,0,0,0,1,0,0,1,0
453,5.59842205,0,-1.609437943,4.303632736,2.708050251,0,0,0,0,0,0,1,1,1,0,1,0
292,4.990432739,0,-1.609437943,3.232423544,2.302585125,0,1,0,0,0,0,1,1,1,0,1,0
1265,3.988984108,1,-1.609437943,3.673588276,2.302585125,0,0,1,1,0,0,0,1,0,1,0,1
1367,4.969813347,1,-1.609437943,3.470598936,3.583518982,0,0,1,0,1,0,1,1,0,0,0,0
281,5.375278473,0,-1.609437943,3.126234055,1.791759491,0,0,1,0,0,0,0,1,0,0,0,1
1126,5.780743599,1,-1.609437943,3.970291853,3.68887949,0,1,0,1,0,0,0,0,0,0,1,0
1621,3.988984108,1,-2.302585125,3.195402384,1.791759491,0,1,1,0,1,0,1,1,0,0,0,0
1469,4.174387455,1,-1.609437943,4.39099884,3.401197433,0,0,1,0,1,0,0,1,0,0,0,1
165,4.68213129,0,-1.609437943,3.978147745,2.302585125,0,0,1,1,0,1,0,1,1,0,1,0
350,5.288267136,0,-1.609437943,3.722410917,2.302585125,0,0,0,0,0,0,1,0,0,0,1,0
113,4.499809742,0,-2.302585125,2.467082024,1.609437943,0,0,0,1,0,1,0,0,0,1,1,0
1691,5.288267136,1,-1.609437943,3.909339428,2.302585125,0,0,1,1,0,1,0,1,0,1,0,1
58,3.988984108,0,-1.609437943,4.076587677,1.609437943,0,0,1,0,0,1,0,1,1,0,1,0
803,4.276666164,0,-1.609437943,3.887484312,2.302585125,0,1,1,0,0,0,0,1,1,0,0,1
609,4.68213129,0,-1.609437943,4.192770958,1.098612309,0,0,0,1,0,1,0,1,1,0,1,0
917,5.455321312,1,-1.203972816,4.00967598,3.218875885,0,1,1,0,0,0,1,1,0,1,1,0
1206,3.583518982,1,-2.302585125,4.194370747,3.68887949,0,0,1,1,0,0,1,1,1,0,0,1
717,6.214608192,0,-1.609437943,3.86894846,3.218875885,0,0,1,1,0,1,0,1,0,1,0,1
531,5.817111015,0,-1.609437943,4.236335754,2.484906673,0,1,0,1,0,0,0,1,0,0,0,1
402,4.143134594,0,-1.609437943,3.335911989,2.302585125,0,0,1,0,0,1,0,0,0,0,1,0
343,5.34710741,0,-1.203972816,2.985025167,2.302585125,0,0,0,0,0,1,0,0,0,1,1,0
746,4.836281776,0,-1.609437943,3.71863246,3.218875885,0,0,1,0,0,1,0,0,0,1,0,0
287,6.352629185,0,-1.609437943,3.832590103,3.465735912,0,0,1,0,1,0,0,1,0,0,0,1
1230,5.654592037,1,-2.302585125,3.789516449,2.708050251,0,1,1,1,0,0,1,1,1,0,1,0
1637,5.087596416,1,-1.609437943,2.929058075,2.302585125,0,1,0,1,0,0,0,1,0,0,0,1
214,5.298317432,0,-1.609437943,3.767852306,1.609437943,0,0,1,0,0,1,1,1,1,0,0,0
762,5.59842205,0,-1.609437943,3.808948755,1.791759491,0,0,0,1,0,1,0,0,0,0,0,1
1384,5.010635376,1,-2.302585125,2.76594162,1.098612309,0,0,0,0,0,0,0,1,1,0,0,0
391,4.143134594,0,-1.609437943,4.04108429,2.302585125,0,0,0,0,0,1,0,1,1,0,1,0
329,3.988984108,0,-1.609437943,4.012049198,1.791759491,0,0,1,0,0,0,1,1,1,0,0,0
1117,6.040254593,1,-1.609437943,4.397026062,2.995732307,0,1,1,1,0,0,1,1,1,0,0,1
910,4.499809742,1,-1.609437943,4.122802258,1.791759491,0,0,0,0,0,0,0,0,0,0,0,0
1549,3.988984108,1,-1.609437943,3.978147745,1.791759491,0,0,0,0,0,1,0,0,1,0,0,1
641,3.583518982,0,-1.609437943,3.701894283,0.693147182,0,0,0,1,0,0,1,1,1,0,1,0
265,5.192956924,0,-1.609437943,3.021595001,1.098612309,0,1,1,0,0,0,0,1,1,0,0,0
270,4.276666164,0,-2.302585125,2.642764807,1.386294365,0,0,1,1,0,1,1,1,1,0,1,0
1443,4.836281776,1,-1.609437943,3.285000563,1.791759491,0,0,1,0,0,0,0,0,0,1,0,1
205,2.890371799,0,-2.302585125,2.718396425,1.098612309,0,0,1,0,0,1,0,1,1,0,1,0
1052,5.529428959,1,-1.609437943,3.829163074,2.302585125,0,0,1,0,0,1,1,0,0,1,0,1
1135,4.143134594,1,-2.302585125,2.991071463,1.098612309,0,0,0,1,0,1,0,0,0,0,1,0
606,4.499809742,0,-1.609437943,3.740047693,2.302585125,0,0,1,1,0,0,0,1,1,0,0,1
166,4.68213129,0,-1.609437943,3.906688929,2.302585125,0,0,0,1,0,0,0,0,0,1,1,0
674,6.253829002,0,-1.609437943,4.490993023,2.708050251,0,1,0,0,0,1,1,1,0,1,1,0
60,4.276666164,0,-1.609437943,3.559055567,2.302585125,0,0,1,0,1,0,0,1,0,0,0,1
914,3.80666256,1,-1.609437943,3.913042545,1.791759491,0,0,1,0,0,0,1,1,1,0,0,1
105,6.26339817,0,-1.609437943,4.088158607,2.197224617,0,1,1,1,0,1,0,1,1,0,0,1
510,5.934894085,0,-1.609437943,3.717369795,2.708050251,0,1,0,0,0,1,0,1,1,0,1,0
303,4.836281776,0,-1.609437943,4.740312576,2.708050251,0,0,1,0,0,1,0,0,0,1,0,0
95,5.192956924,0,-1.609437943,3.484435081,2.302585125,0,0,0,1,0,0,0,1,1,0,0,1
1532,5.416100502,1,-1.609437943,4.762601376,2.302585125,0,1,1,1,0,0,0,1,1,0,0,1
472,4.941642284,0,-1.609437943,3.920903444,2.484906673,0,1,1,0,0,0,0,0,0,1,0,0
277,4.025351524,0,-1.609437943,3.600785732,2.302585125,0,0,1,0,0,0,0,0,0,1,0,1
872,5.834810734,1,-1.609437943,4.173525333,1.791759491,0,0,0,1,0,0,0,0,0,0,0,1
284,3.988984108,0,-1.609437943,3.467297077,1.098612309,0,0,0,1,0,0,0,1,0,1,1,0
906,3.988984108,1,-1.609437943,3.641682863,2.079441547,0,0,1,0,0,0,1,1,0,0,0,1
11,4.836281776,0,-1.609437943,3.615125179,2.079441547,0,0,0,0,0,1,1,1,1,0,1,0
538,4.867534637,0,-1.609437943,3.684871435,1.609437943,0,0,0,0,0,0,0,1,1,0,0,1
363,5.934894085,0,-1.609437943,3.894958258,2.708050251,0,1,1,1,0,0,1,1,0,0,0,1
192,5.780743599,0,-1.609437943,3.941543102,2.079441547,0,0,1,0,1,0,1,1,1,0,0,0
847,5.192956924,1,-1.609437943,3.80015254,2.484906673,0,0,1,1,0,0,0,1,0,1,0,1
1612,5.087596416,1,-1.609437943,3.383440733,1.098612309,0,0,0,0,0,0,0,1,0,1,1,0
832,5.192956924,1,-1.609437943,3.186765671,2.995732307,0,1,0,0,0,1,0,1,1,0,1,0
1003,3.988984108,1,-1.609437943,3.095758677,2.079441547,0,0,0,0,0,0,0,0,0,1,1,0
714,5.529428959,0,-1.609437943,3.983114958,2.995732307,0,1,1,0,0,0,0,1,0,1,0,1
712,4.68213129,0,-1.609437943,3.815335751,0.693147182,0,0,1,0,0,1,1,1,0,0,0,0
29,4.143134594,0,-1.609437943,3.552257538,2.484906673,7.824046135,1,1,0,0,1,1,1,1,0,0,1
1606,5.886104107,1,-1.609437943,4.461576939,2.302585125,0,0,0,1,0,0,1,1,0,0,1,0
1330,4.68213129,1,-1.609437943,3.701894522,1.098612309,0,0,1,1,0,1,0,0,1,0,0,1
582,5.375278473,0,-1.609437943,3.843337297,2.995732307,0,0,0,1,0,0,0,0,0,1,0,1
1340,5.703782558,1,-1.609437943,3.667221546,2.833213329,0,1,0,0,0,0,0,1,1,0,1,0
1459,4.499809742,1,-2.302585125,3.285000563,1.609437943,9.086815834,0,0,1,0,0,1,1,0,0,0,1
153,5.59842205,0,-1.609437943,4.112986565,2.302585125,0,1,1,1,0,1,1,1,0,0,0,1
696,4.499809742,0,-2.302585125,1.849650979,1.791759491,0,1,0,0,0,0,1,1,0,0,0,0
1092,5.455321312,1,-1.609437943,3.82972765,1.945910096,0,0,1,0,0,1,0,1,1,0,1,0
915,4.969813347,1,-1.609437943,4.316407681,2.302585125,0,0,1,0,0,0,0,1,0,0,1,0
109,5.288267136,0,-1.609437943,3.788905859,2.995732307,0,0,1,0,0,1,1,1,1,0,0,1
828,4.499809742,1,-1.609437943,3.463201523,1.098612309,0,1,0,0,0,0,0,1,0,0,0,1
1044,5.634789467,1,-1.609437943,3.444065332,2.708050251,0,0,0,0,0,0,1,1,1,0,1,0
251,3.583518982,0,-1.609437943,3.752558231,2.302585125,0,0,1,0,1,0,0,1,1,0,0,1
450,6.352629185,0,-1.609437943,3.771518707,2.995732307,0,0,1,0,0,1,1,1,0,1,0,1
333,5.455321312,0,-1.609437943,4.010165691,2.302585125,0,0,1,0,0,1,0,1,1,0,0,1
1041,4.969813347,1,-1.609437943,4.029058933,1.791759491,7.882843018,1,1,0,0,0,0,0,0,1,0,1
101,4.969813347,0,-1.609437943,3.677591085,1.791759491,0,1,1,1,0,0,1,1,1,0,1,0
774,4.68213129,0,-1.609437943,3.787728786,2.484906673,0,0,0,0,0,1,1,1,1,0,1,0
92,4.499809742,0,-1.609437943,3.424132347,2.302585125,0,0,0,1,0,0,1,1,1,0,1,0
1129,4.969813347,1,-1.609437943,3.113470793,1.945910096,0,0,0,0,0,0,0,0,0,1,0,1
53,5.886104107,0,-1.609437943,3.746346235,1.791759491,8.802371979,1,1,0,0,1,0,1,1,0,0,0
551,6.34773922,0,-1.609437943,4.378695965,2.708050251,0,1,0,0,0,0,0,1,1,0,1,0
1334,3.295836926,1,-1.609437943,3.906688929,2.708050251,0,0,1,1,0,1,1,1,1,0,0,1
521,4.276666164,0,-2.302585125,2.55676198,0,0,0,1,0,0,0,0,1,0,0,1,0
640,4.969813347,0,-1.609437943,3.4607234,0.693147182,0,0,1,0,0,1,0,1,1,0,0,0
1555,5.693732262,1,-1.609437943,3.996235371,0,0,1,1,0,0,0,0,0,1,0,0,1
10,5.192956924,0,-1.609437943,3.126234055,2.397895336,0,0,0,0,0,0,0,0,1,0,1,0
1270,2.890371799,1,-1.609437943,4.68551445,2.484906673,8.031385422,0,1,1,0,0,1,1,1,0,0,0
224,4.276666164,0,-1.609437943,3.421979904,1.791759491,0,0,0,0,0,1,0,0,0,1,1,0
1519,3.044522524,1,-2.302585125,2.402611494,1.098612309,0,0,0,0,0,1,0,1,1,0,1,0
285,4.68213129,0,-1.609437943,3.601577044,2.302585125,0,0,0,0,0,0,0,0,0,1,1,0
122,5.192956924,0,-2.302585125,3.792473555,1.791759491,0,1,1,0,0,0,1,1,0,0,0,0
624,4.969813347,0,-1.609437943,3.665866613,1.609437943,0,0,1,1,0,0,1,0,0,0,0,1
1431,5.59842205,1,-1.609437943,3.84166503,2.302585125,0,1,0,0,0,1,0,1,0,1,1,0
1468,6.104793072,1,-1.609437943,4.023421288,1.791759491,0,1,0,1,0,0,1,1,1,0,0,1
835,3.988984108,1,-2.302585125,3.281061649,1.609437943,0,0,0,1,0,1,0,0,0,0,1,0
403,4.68213129,0,-2.302585125,3.382558107,1.945910096,0,0,1,0,0,1,1,1,1,0,1,0
1378,6.352629185,1,-1.609437943,3.249909163,3.178053856,0,0,0,1,0,0,0,1,0,1,0,1
1389,4.836281776,1,-2.302585125,3.196466684,1.945910096,0,0,0,1,0,0,0,1,0,0,0,1
420,4.68213129,0,-1.427116275,3.444065332,2.708050251,0,0,0,1,0,0,0,0,0,1,1,0
1361,5.192956924,1,-1.609437943,3.501223564,2.302585125,0,0,0,0,0,0,0,1,1,0,1,0
721,5.59842205,0,-2.302585125,3.586403608,2.708050251,0,1,1,0,0,1,1,1,1,0,0,1
514,4.836281776,0,-1.609437943,4.335511208,2.484906673,0,0,1,0,1,0,0,1,0,0,0,0
280,5.298317432,0,-2.302585125,4.054043293,2.484906673,0,0,0,0,0,1,0,1,1,0,1,0
958,5.192956924,1,-1.609437943,2.564949274,2.302585125,0,0,1,0,0,0,0,1,0,1,0,1
1049,5.934894085,1,-1.609437943,3.986982107,2.302585125,0,0,0,0,0,1,0,1,1,0,1,0
1498,5.34710741,1,-1.609437943,4.192619801,2.484906673,0,1,0,0,0,0,0,0,0,0,1,0
344,5.087596416,0,-1.609437943,2.919067144,2.708050251,0,0,0,1,0,1,0,1,1,0,1,0
1314,5.192956924,1,-1.609437943,4.472507,3.401197433,0,0,1,1,0,0,0,1,1,0,0,1
725,3.583518982,0,-2.120263577,3.349833965,2.484906673,0,0,0,0,1,1,0,0,0,0,0,0
1011,4.499809742,1,-1.609437943,3.555290937,1.098612309,0,0,1,0,0,0,0,0,0,0,0,1
511,5.375278473,0,-2.302585125,3.643044949,3.68887949,0,0,1,1,0,1,1,1,0,0,1,0
474,5.34710741,0,-1.609437943,4.010618687,2.302585125,8.393669128,0,1,1,0,0,0,0,0,1,0,1
1221,3.988984108,1,-1.609437943,4.210900307,1.609437943,0,0,1,0,0,0,1,1,1,0,0,1
240,5.780743599,0,-1.609437943,3.86894846,3.178053856,0,0,1,0,1,1,0,1,1,0,0,0
855,4.68213129,1,-1.609437943,3.82972765,2.708050251,0,0,0,1,0,0,0,0,0,1,0,1
1072,4.499809742,1,-1.609437943,3.555290937,2.484906673,0,0,0,1,0,0,0,0,1,0,1,0
652,5.780743599,0,-1.609437943,3.746345997,3.68887949,0,0,0,1,0,1,0,1,0,0,1,0
415,3.871201038,0,-2.302585125,2.986388683,1.791759491,0,0,1,1,0,0,0,1,0,1,0,1
1075,5.654592037,1,-2.302585125,3.342437744,2.708050251,0,0,0,0,0,0,0,1,1,0,1,0
1411,4.499809742,1,-1.203972816,4.040240288,3.433987141,0,0,1,0,0,1,1,1,0,0,1,0
483,4.025351524,0,-2.302585125,2.270371675,0.693147182,0,0,0,0,0,1,0,0,0,1,1,0
519,4.276666164,0,-1.609437943,3.701252699,2.079441547,0,0,0,0,0,0,1,1,1,0,0,1
1528,4.499809742,1,-1.609437943,4.299731255,1.252762914,0,0,0,0,0,0,1,0,0,0,0,1
128,4.499809742,0,-1.609437943,3.414212465,1.609437943,0,0,0,1,0,0,0,1,1,0,1,0
191,5.768321037,0,-1.609437943,3.373552084,2.302585125,0,0,1,0,0,0,0,0,0,1,0,1
1439,5.886104107,1,-1.609437943,3.444065332,1.791759491,0,0,1,0,0,0,0,1,1,0,0,1
111,5.298317432,0,-2.302585125,3.735094786,1.791759491,0,0,0,0,0,0,1,1,1,0,1,0
1131,2.708050251,1,-1.609437943,2.63145709,2.995732307,0,0,1,0,0,0,1,1,1,0,0,1
911,3.988984108,1,-2.302585125,2.69029355,1.609437943,0,0,0,1,0,1,1,1,1,0,1,0
1574,6.291569233,1,-1.609437943,3.809525013,3.218875885,0,0,0,1,0,1,0,1,1,0,0,1
1114,2.890371799,1,-2.120263577,3.095758677,0,0,0,0,0,1,1,1,1,0,1,0,0
230,4.499809742,0,-1.609437943,3.006078482,2.302585125,0,0,0,0,0,1,0,1,1,0,1,0
697,4.499809742,0,-1.609437943,3.769675732,1.098612309,6.727433205,0,0,0,1,0,0,1,1,0,1,0
1457,4.836281776,1,-1.609437943,2.913437128,1.791759491,0,0,0,0,0,0,0,1,0,0,0,1
376,5.192956924,0,-1.609437943,3.310323954,1.791759491,8.810460091,1,0,0,0,0,0,1,1,0,0,0
1279,5.59842205,1,-1.609437943,4.069402695,2.708050251,0,0,1,0,0,1,0,1,1,0,0,1
595,4.276666164,0,-2.302585125,2.478217602,1.791759491,0,0,1,0,0,0,0,1,0,1,0,0
275,4.276666164,0,-1.609437943,3.087399483,1.386294365,0,0,1,0,0,1,1,1,1,0,1,0
473,4.499809742,0,-1.609437943,3.97816658,2.708050251,0,1,1,1,0,0,1,1,1,0,0,1
571,3.988984108,0,-1.609437943,3.289930582,1.791759491,0,0,0,0,0,1,1,0,0,1,1,0
