obs,gnut,male,land,labor,seed,agrochem,usehirlab,imprseed,earlypln,latepln,soil3,extens,socnet,farmtyp3,farmtyp2,dist1,dist2
759,4.276666164,0,-1.609437943,2.966303349,2.944438934,0,0,0,1,0,1,1,1,1,0,1,0
893,3.988984108,1,-1.609437943,3.656717777,1.098612309,0,0,0,0,0,1,1,0,0,0,1,0
486,4.68213129,0,-1.609437943,3.655374289,2.302585125,0,0,0,0,0,0,0,0,0,1,1,0
423,5.59842205,0,-1.609437943,4.479107857,1.791759491,0,1,1,0,0,0,1,1,1,0,0,1
116,4.248495102,0,-2.302585125,2.240071297,1.386294365,0,0,0,0,0,1,1,0,1,0,1,0
629,4.394449234,0,-1.609437943,3.318902254,3.218875885,0,0,1,0,0,0,1,1,1,0,1,0
1220,4.969813347,1,-1.609437943,3.421979904,2.302585125,0,1,1,0,0,1,0,1,1,0,0,1
1350,4.499809742,1,-1.609437943,3.811274052,0,8.393669128,0,1,0,0,0,0,1,1,0,0,1
1210,6.173786163,1,-1.203972816,4.388505459,2.890371799,0,0,1,0,0,1,1,1,1,0,0,1
1120,6.194405556,1,-1.609437943,3.43140316,1.791759491,0,0,1,0,0,1,1,1,0,1,0,1
1591,5.886104107,1,-1.609437943,4.636726856,2.995732307,0,1,1,0,0,1,1,1,1,0,0,1
162,4.499809742,0,-1.609437943,3.71863246,2.302585125,0,0,0,1,0,1,1,0,0,0,1,0
1323,4.595119953,1,-1.609437943,3.655374289,1.791759491,0,0,1,0,0,0,0,1,0,1,0,1
558,3.988984108,0,-1.609437943,3.788905859,1.609437943,0,0,1,0,0,1,1,1,1,0,1,0
253,3.988984108,0,-1.609437943,3.746345997,0.405465096,0,0,1,0,0,0,1,1,0,0,0,0
695,4.499809742,0,-1.609437943,3.825157166,2.995732307,0,0,0,0,0,0,0,1,1,0,1,0
1313,3.583518982,1,-1.609437943,3.249909163,2.302585125,0,0,1,1,0,0,0,0,0,0,0,1
1688,3.988984108,1,-2.525728703,3.048229694,1.098612309,0,0,0,0,0,0,0,1,0,1,1,0
1076,5.087596416,1,-1.609437943,3.911462784,1.791759491,0,0,1,0,0,0,1,1,1,0,0,0
622,5.455321312,0,-1.609437943,3.580542326,2.302585125,0,1,0,0,0,1,0,1,0,0,1,0
1159,5.192956924,1,-1.609437943,3.540959358,2.708050251,0,1,0,1,0,1,0,0,0,0,1,0
755,5.288267136,0,-1.609437943,3.160229206,1.791759491,0,0,0,1,0,0,0,1,1,0,1,0
255,5.654592037,0,-2.302585125,3.31701827,1.791759491,0,0,0,0,0,1,0,1,1,0,1,0
603,5.288267136,0,-1.609437943,3.541596889,1.609437943,0,0,1,0,1,0,0,1,0,1,0,1
419,3.583518982,0,-2.302585125,1.645576954,1.609437943,0,0,0,0,0,1,0,0,1,0,1,0
1335,5.087596416,1,-1.609437943,3.995738983,2.484906673,0,1,1,0,1,1,1,0,0,0,0,1
1512,6.068425655,1,-1.609437943,3.432243824,2.484906673,0,1,1,0,0,1,0,1,1,0,1,0
262,5.075173855,0,-2.302585125,3.095758677,0.693147182,0,0,0,0,0,1,0,0,0,0,1,0
218,5.455321312,0,-1.609437943,2.907720327,1.945910096,0,0,1,0,0,1,1,1,0,1,0,1
294,4.499809742,0,-2.302585125,2.529880047,1.609437943,0,0,0,1,0,0,1,1,1,0,1,0
427,4.836281776,0,-1.609437943,3.655374289,2.995732307,0,0,1,1,0,0,0,1,0,1,0,1
1187,4.317488194,1,-1.609437943,3.978147745,0.693147182,0,0,1,1,0,0,0,0,0,1,0,1
1258,5.087596416,1,-1.609437943,3.51541853,1.791759491,0,0,0,0,0,1,1,1,0,1,1,0
1500,6.26339817,1,-1.609437943,3.318902254,2.995732307,0,0,0,1,0,0,0,1,1,0,0,1
467,4.969813347,0,-1.609437943,3.688829422,2.995732307,0,0,1,0,0,0,1,1,0,0,0,0
627,4.969813347,0,-1.609437943,3.995738983,1.098612309,0,1,1,1,0,0,0,1,0,0,0,1
851,3.988984108,1,-1.609437943,4.042068481,2.302585125,0,0,1,0,0,0,0,0,0,0,0,1
324,4.276666164,0,-1.609437943,4.171490669,2.079441547,0,0,1,0,1,1,0,0,1,0,1,0
1560,3.295836926,1,-1.609437943,4.076587677,1.609437943,0,0,0,0,0,0,0,1,0,0,1,0
1480,4.499809742,1,-1.609437943,3.229301214,2.484906673,0,1,1,0,0,1,1,1,0,0,0,0
1582,4.836281776,1,-1.609437943,3.906688929,2.302585125,0,0,1,0,0,0,1,1,1,0,1,0
587,5.59842205,0,-1.609437943,3.679586411,2.302585125,0,1,1,1,0,1,0,1,1,0,1,0
12,5.075173855,0,-1.609437943,3.759896994,2.197224617,0,0,1,1,0,0,1,1,1,0,1,0
821,5.288267136,1,-1.609437943,3.809525013,2.708050251,0,0,1,1,0,0,1,1,0,1,0,1
411,5.886104107,0,-1.609437943,4.116008282,2.484906673,0,0,0,0,0,0,0,1,1,0,0,0
654,3.988984108,0,-1.609437943,3.357210636,2.302585125,0,0,0,0,0,0,1,1,1,0,1,0
560,4.143134594,0,-1.609437943,4.175955296,2.484906673,0,0,1,0,0,0,1,1,1,0,0,0
996,5.480638981,1,-2.302585125,3.410751581,1.609437943,0,0,0,0,0,1,1,0,0,0,1,0
353,5.59842205,0,-1.609437943,3.771495819,2.708050251,0,0,0,0,0,0,0,1,0,0,0,1
508,5.52146101,0,-1.203972816,3.730069399,2.079441547,0,0,1,0,0,0,0,1,1,0,0,1
1252,6.291569233,1,-1.609437943,3.249909163,2.302585125,0,0,1,1,0,0,1,1,1,0,0,1
261,4.836281776,0,-1.609437943,3.617974043,2.995732307,0,1,1,1,0,0,0,1,1,0,0,1
434,5.886104107,0,-1.609437943,3.491586447,1.098612309,0,0,1,1,0,0,1,1,1,0,0,1
169,3.988984108,0,-1.609437943,3.606584311,2.079441547,0,0,0,0,0,1,0,1,1,0,1,0
154,4.836281776,0,-1.609437943,4.194370747,2.302585125,0,0,0,0,0,0,0,0,1,0,0,1
794,5.087596416,0,-1.609437943,4.221006393,2.302585125,0,0,0,0,0,1,0,0,1,0,1,0
607,5.075173855,0,-1.609437943,2.801661968,1.609437943,0,0,0,1,0,1,0,0,0,1,1,0
495,5.241746902,0,-1.609437943,4.171891689,2.484906673,0,1,1,0,0,0,1,1,1,0,0,0
76,4.499809742,0,-1.609437943,3.977136374,2.397895336,0,1,0,1,0,0,1,1,1,0,1,0
377,4.990432739,0,-1.609437943,3.318902254,2.302585125,0,0,0,0,0,0,1,0,1,0,1,0
1380,5.192956924,1,-1.609437943,3.894998789,2.302585125,9.29053688,0,1,1,0,0,0,1,1,0,1,0
1531,4.499809742,1,-1.609437943,3.285000563,2.77258873,0,0,0,0,0,1,1,0,0,1,1,0
2,5.192956924,0,-1.609437943,4.344117165,2.484906673,0,1,0,0,0,1,1,1,1,0,1,0
810,4.276666164,0,-1.609437943,3.3852036,2.995732307,0,0,0,0,0,0,0,1,1,0,1,0
707,3.988984108,0,-1.609437943,2.799778223,1.609437943,0,0,1,0,0,0,0,1,0,1,0,0
862,5.192956924,1,-1.83258152,2.140066147,1.791759491,0,0,0,1,0,1,0,0,0,1,0,1
217,5.192956924,0,-2.302585125,3.701894522,2.302585125,0,0,0,0,0,1,0,0,0,1,1,0
1458,5.609471798,1,-1.609437943,3.619368553,2.302585125,0,1,0,0,0,1,0,1,0,1,1,0
1640,4.68213129,1,-2.302585125,3.136580467,1.098612309,0,0,1,0,0,0,0,0,0,1,0,0
392,4.276666164,0,-2.302585125,2.225919962,2.079441547,0,0,1,0,0,0,0,1,0,0,1,0
763,4.60517025,0,-1.609437943,3.82972765,3.401197433,0,0,1,0,0,0,0,0,0,0,0,0
317,5.455321312,0,-1.609437943,3.368123055,2.302585125,0,0,1,0,0,0,1,1,1,0,0,1
930,4.969813347,1,-1.609437943,4.012049198,2.708050251,0,0,0,0,0,1,1,0,0,0,1,0
737,4.68213129,0,-1.609437943,4.281708717,2.564949274,0,0,1,0,0,1,0,1,1,0,0,0
1671,4.499809742,1,-1.609437943,2.631385088,1.791759491,0,0,1,1,0,1,1,1,1,0,1,0
739,4.276666164,0,-1.609437943,4.041154861,0.91629076,0,0,0,0,1,1,1,1,1,0,0,0
658,5.375278473,0,-1.609437943,3.867862225,1.791759491,0,0,1,1,0,0,1,1,1,0,0,1
636,4.143134594,0,-1.609437943,3.815357924,2.708050251,0,0,1,1,0,0,0,1,1,0,0,1
69,4.68213129,0,-1.609437943,4.570868492,4.094344616,0,0,1,0,0,0,0,0,0,0,0,0
894,5.501258373,1,-1.609437943,3.681577921,2.302585125,0,1,1,1,0,0,1,1,1,0,0,1
974,4.499809742,1,-1.203972816,3.77512598,2.995732307,0,1,1,0,1,0,1,1,1,0,0,1
1563,5.723585129,1,-1.609437943,3.175801277,2.995732307,0,0,0,1,0,1,1,1,0,0,1,0
1029,5.375278473,1,-1.203972816,3.563543081,2.079441547,0,1,0,1,0,1,1,1,0,0,1,0
1597,2.197224617,1,-2.995732307,4.04347229,-1.386294365,0,0,1,0,1,1,1,0,0,1,0,0
1282,3.583518982,1,-1.609437943,3.15580821,1.791759491,0,0,1,0,1,0,0,1,1,0,0,0
1451,4.317488194,1,-1.609437943,3.559795141,1.791759491,0,0,0,0,0,0,0,0,0,1,1,0
1144,5.455321312,1,-1.609437943,3.362699032,2.484906673,0,1,1,1,0,0,0,0,0,1,0,1
1225,5.416100502,1,-1.203972816,3.633366823,2.708050251,0,0,1,0,0,0,0,1,0,1,0,1
1539,3.988984108,1,-1.609437943,3.331203938,2.302585125,0,0,1,0,0,0,1,1,1,0,0,1
1402,5.480638981,1,-1.609437943,2.397895336,1.609437943,0,0,0,0,0,1,0,0,1,0,1,0
56,3.295836926,0,-2.302585125,2.87254715,2.302585125,0,0,0,0,0,0,0,1,0,0,1,0
279,5.278114796,0,-1.609437943,3.021643639,2.708050251,0,0,1,1,0,0,0,0,1,0,0,1
1158,6.109247684,1,-1.609437943,4.929526329,3.401197433,9.030016899,1,0,0,0,1,1,1,0,0,1,0
874,4.68213129,1,-1.609437943,3.935895681,2.564949274,0,1,0,1,0,0,1,1,1,0,1,0
1548,6.633318424,1,-1.203972816,4.22176981,2.302585125,0,0,0,1,0,0,0,0,0,0,1,0
148,2.197224617,0,-2.302585125,3.008747339,2.484906673,0,0,1,0,1,0,0,1,0,0,0,0
491,5.480638981,0,-2.302585125,2.7500875,1.609437943,0,0,0,1,0,1,0,1,0,0,1,0
1045,4.499809742,1,-2.302585125,3.285000563,2.484906673,0,0,0,1,0,0,0,1,0,1,0,1
1306,4.969813347,1,-1.427116275,4.070324898,1.791759491,0,0,0,0,0,0,0,1,1,0,0,0
27,5.59842205,0,-1.609437943,3.142210722,2.302585125,0,0,1,0,0,0,1,1,1,0,1,0
1404,5.480638981,1,-1.203972816,3.245322943,2.302585125,0,1,1,1,0,0,1,1,0,0,0,1
1508,4.174387455,1,-2.302585125,3.262088537,1.609437943,0,0,1,0,0,0,1,1,1,0,0,1
1069,5.886104107,1,-1.609437943,4.264115334,2.995732307,9.086815834,1,1,1,0,0,0,1,0,0,0,1
819,5.480638981,1,-1.609437943,3.561273336,1.791759491,0,0,0,1,0,0,0,0,0,0,0,1
600,5.192956924,0,-1.609437943,3.505977631,2.484906673,0,1,1,1,0,1,0,1,1,0,1,0
760,5.087596416,0,-1.609437943,3.127374411,2.302585125,0,0,0,1,0,0,0,1,0,1,0,1
1585,4.499809742,1,-2.302585125,2.884465456,1.609437943,0,0,0,0,0,0,1,1,1,0,1,0
751,5.886104107,0,-1.203972816,4.219449043,3.68887949,0,0,0,1,0,1,1,1,1,0,1,0
1,4.276666164,0,-2.302585125,2.772463799,0,0,0,0,0,0,0,1,1,1,0,1,0
986,4.68213129,1,-1.609437943,4.864468098,2.890371799,0,0,0,0,1,0,0,1,0,0,0,0
1425,5.375278473,1,-1.609437943,3.555290937,2.708050251,0,0,0,1,0,0,1,1,1,0,0,1
1524,6.352629185,1,-1.609437943,4.429232121,2.995732307,0,1,1,0,0,0,0,1,1,0,0,1
1547,4.68213129,1,-1.609437943,3.981101274,2.014903069,0,0,0,0,0,0,1,1,0,0,0,1
1057,4.276666164,1,-1.609437943,3.870054483,1.609437943,0,0,1,0,1,0,0,1,0,1,0,0
107,5.375278473,0,-1.609437943,3.948162079,2.995732307,0,0,1,0,0,1,0,1,1,0,1,0
808,5.857933044,0,-1.609437943,3.59870863,1.945910096,0,0,1,0,0,0,0,0,0,0,0,1
678,5.087596416,0,-1.609437943,3.571699381,3.178053856,0,0,1,0,1,0,0,1,1,0,0,1
197,5.087596416,0,-1.609437943,3.824589729,2.708050251,0,1,1,0,0,1,1,1,1,0,0,0
360,4.68213129,0,-1.609437943,3.813042164,3.68887949,0,0,0,0,0,1,0,0,0,0,1,0
1449,2.890371799,1,-1.609437943,3.444065332,2.484906673,0,0,1,1,0,0,0,1,1,0,0,0
1071,5.59842205,1,-1.609437943,3.178053856,2.708050251,0,0,0,1,0,0,0,1,1,0,1,0
326,5.34710741,0,-1.609437943,3.383372784,2.302585125,0,0,1,0,0,0,0,0,0,1,0,1
932,3.988984108,1,-1.203972816,4.111693382,2.484906673,0,0,1,0,1,0,1,0,1,0,0,0
1551,5.375278473,1,-1.609437943,3.86894846,1.791759491,0,0,1,1,0,0,0,0,0,1,0,1
161,5.34710741,0,-1.609437943,3.55076623,2.302585125,0,0,0,0,0,1,0,0,1,0,1,0
950,5.123963833,1,-2.302585125,3.26812315,3.401197433,0,1,1,0,0,0,0,1,0,1,0,1
507,4.143134594,0,-2.302585125,2.962227106,1.386294365,0,0,1,0,0,1,1,1,1,0,1,0
1686,5.288267136,1,-1.609437943,3.995242119,2.995732307,8.393669128,0,1,0,0,0,1,1,1,0,0,1
942,5.192956924,1,-2.302585125,3.655374289,1.609437943,0,0,1,0,0,0,0,0,0,0,0,0
237,3.988984108,0,-2.302585125,2.584902763,0.693147182,9.648594856,0,1,0,0,1,1,1,1,0,1,0
1249,4.68213129,1,-1.609437943,3.464046955,2.484906673,0,0,0,1,0,1,0,0,0,1,0,1
570,5.59842205,0,-1.609437943,4.322356224,2.890371799,7.20786047,0,0,1,0,0,1,1,1,0,0,1
85,5.662960529,0,-1.203972816,3.909860611,3.583518982,0,1,1,0,0,0,1,1,0,1,0,0
61,5.529428959,0,-1.27296567,3.026697874,2.484906673,0,0,1,0,0,0,0,1,1,0,1,0
489,5.780743599,0,-1.609437943,3.513811588,1.791759491,0,1,0,0,0,0,0,0,0,1,0,1
1093,5.192956924,1,-1.609437943,3.906688929,1.791759491,0,0,0,0,0,0,0,0,0,0,1,0
234,3.988984108,0,-1.609437943,3.439841032,2.302585125,0,0,0,0,0,0,0,1,1,0,0,1
577,4.68213129,0,-1.609437943,3.213541746,1.791759491,0,0,1,0,0,0,0,1,1,0,1,0
1106,5.375278473,1,-1.609437943,2.708050251,2.302585125,0,0,1,1,0,1,1,0,0,1,0,1
383,4.143134594,0,-2.302585125,2.402611494,1.791759491,0,0,0,0,0,1,0,1,1,0,1,0
250,5.087596416,0,-1.83258152,4.106273174,1.791759491,0,0,1,1,0,0,0,1,1,0,1,0
1263,4.68213129,1,-1.609437943,3.572486162,2.708050251,0,1,0,0,0,0,0,0,0,0,0,1
36,4.276666164,0,-2.302585125,4.029983997,2.708050251,0,0,0,0,0,1,1,1,1,0,1,0
1077,4.836281776,1,-1.609437943,2.917716742,2.995732307,0,0,0,0,0,0,1,1,1,0,1,0
340,5.52146101,0,-1.609437943,3.252001047,1.609437943,0,1,0,0,0,1,0,1,1,0,1,0
672,4.499809742,0,-1.609437943,4.023886204,1.791759491,0,0,1,0,0,1,0,1,1,0,0,1
1656,5.087596416,1,-1.203972816,4.08109045,1.791759491,0,1,0,0,0,0,0,1,0,1,0,0
1461,5.411645889,1,-1.609437943,3.82972765,3.401197433,0,0,0,0,0,1,1,0,1,0,1,0
758,4.499809742,0,-1.609437943,4.012049198,2.302585125,0,0,0,0,0,0,0,0,0,0,1,0
1100,6.352629185,1,-1.609437943,4.348211288,1.791759491,0,1,0,0,0,0,1,1,0,0,0,1
1503,4.499809742,1,-2.302585125,2.77258873,2.708050251,0,0,0,0,0,0,0,1,0,1,1,0
1008,5.192956924,1,-1.609437943,3.370806694,2.484906673,0,1,0,1,0,0,0,1,0,1,1,0
22,4.276666164,0,-2.302585125,3.347093105,1.609437943,0,0,0,1,0,1,1,1,1,0,1,0
905,5.501258373,1,-1.609437943,4.045784473,3.178053856,0,1,1,1,0,0,0,1,1,0,0,1
718,5.375278473,0,-2.302585125,3.747926235,1.791759491,0,1,0,0,0,1,1,1,1,0,1,0
93,4.276666164,0,-2.302585125,2.913437128,1.098612309,0,0,0,0,0,1,1,1,1,0,1,0
332,4.60517025,0,-1.609437943,4.744671345,2.995732307,0,0,0,1,0,0,0,1,1,0,0,1
1584,3.988984108,1,-1.609437943,4.22176981,2.302585125,0,0,0,1,0,0,0,0,0,0,0,1
881,5.886104107,1,-1.609437943,2.787230968,1.609437943,0,0,1,1,0,0,1,1,0,0,0,1
1398,4.276666164,1,-2.302585125,3.095758677,0.693147182,0,0,1,0,0,0,0,1,1,0,1,0
800,4.499809742,0,-1.609437943,3.388719797,1.609437943,0,0,1,0,1,1,1,0,0,0,0,0
578,5.981414318,0,-1.609437943,4.127521515,2.995732307,0,1,0,0,0,1,1,0,0,0,1,0
42,3.988984108,0,-2.302585125,2.536074877,1.098612309,0,0,0,0,0,1,0,1,1,0,1,0
937,5.34710741,1,-1.609437943,3.465735912,2.302585125,0,1,0,1,0,1,0,0,0,1,1,0
959,4.969813347,1,-1.609437943,4.328599453,2.708050251,0,0,0,0,0,0,0,1,1,0,0,1
1119,5.480638981,1,-1.609437943,3.767852306,2.995732307,0,0,1,1,0,1,1,1,1,0,1,0
1223,5.192956924,1,-1.609437943,4.299731255,2.708050251,0,0,1,0,0,1,1,0,0,0,1,0
1580,4.68213129,1,-2.525728703,3.175801277,2.708050251,0,0,1,1,0,1,0,1,0,1,0,1
1148,5.192956924,1,-1.609437943,4.210170269,2.708050251,0,1,1,0,0,0,1,1,1,0,0,1
1066,3.583518982,1,-1.609437943,3.555290937,2.302585125,0,0,1,1,0,0,0,1,1,0,0,1
643,3.583518982,0,-2.302585125,2.402611494,1.609437943,0,0,1,0,0,0,1,1,1,0,1,0
1507,5.723585129,1,-1.609437943,3.957329035,3.044522524,0,0,1,0,0,1,1,1,1,0,1,0
46,5.375278473,0,-1.609437943,4.258544445,2.302585125,0,1,0,0,0,0,0,0,0,1,1,0
25,5.192956924,0,-1.609437943,4.348521709,1.945910096,0,0,0,0,0,0,0,0,1,0,0,0
410,5.192956924,0,-1.609437943,5.05586338,3.178053856,0,1,1,0,0,0,1,1,1,0,0,0
1200,4.836281776,1,-2.302585125,3.249909163,1.386294365,0,0,0,1,0,0,0,1,1,0,1,0
912,4.68213129,1,-1.609437943,3.809525013,2.302585125,0,0,1,1,0,0,1,1,1,0,1,0
706,5.087596416,0,-1.609437943,3.234513044,2.995732307,0,0,1,1,0,0,1,1,1,0,0,1
797,4.969813347,0,-1.609437943,3.418513298,2.302585125,0,0,1,0,0,1,1,1,1,0,1,0
788,4.836281776,0,-1.609437943,3.501223564,2.302585125,0,0,0,0,0,1,1,1,0,0,1,0
1005,4.653960228,1,-1.609437943,3.318902254,2.302585125,0,0,0,1,0,1,0,0,1,0,1,0
1520,4.969813347,1,-1.609437943,4.344272614,3.68887949,0,1,1,0,0,0,1,1,0,0,0,1
318,5.123963833,0,-1.609437943,3.740047693,2.708050251,0,0,1,0,0,0,0,0,0,1,0,1
64,4.836281776,0,-2.302585125,3.175801277,2.995732307,0,0,1,0,1,1,1,1,1,0,0,1
309,5.455321312,0,-1.609437943,3.513870955,1.791759491,0,1,1,0,0,0,1,1,1,0,0,0
580,5.634789467,0,-1.609437943,3.81709671,0.693147182,0,0,1,0,0,1,1,1,1,0,0,1
366,5.455321312,0,-1.609437943,2.87254715,2.302585125,0,0,0,0,0,1,0,1,1,0,1,0
605,4.143134594,0,-2.813410759,2.270371914,1.609437943,0,0,1,0,0,1,0,1,1,0,1,0
348,4.499809742,0,-2.302585125,3.318902254,1.791759491,0,0,0,0,0,0,0,1,1,0,1,0
771,5.192956924,0,-1.609437943,3.587151289,2.890371799,8.810460091,1,0,0,0,0,0,1,1,0,0,0
972,4.499809742,1,-1.609437943,3.746345997,2.302585125,0,0,0,0,0,1,1,1,1,0,1,0
1132,4.276666164,1,-1.609437943,3.574646235,2.197224617,0,0,1,0,0,0,0,0,1,0,0,0
1300,5.332718849,1,-1.609437943,4.076587677,1.791759491,0,0,1,1,0,0,1,1,1,0,0,1
1611,6.222576141,1,-1.609437943,3.622205257,2.77258873,0,1,0,0,0,0,1,1,1,0,1,0
1490,4.276666164,1,-1.609437943,3.829727888,2.079441547,0,0,1,1,0,0,0,0,0,0,0,1
242,5.192956924,0,-1.609437943,3.865602016,2.708050251,0,0,0,0,0,0,0,1,0,0,0,1
1021,3.988984108,1,-2.302585125,3.362699032,2.484906673,0,0,1,0,0,0,1,0,0,0,0,0
1391,4.499809742,1,-2.302585125,3.351691961,0.693147182,0,0,1,0,0,1,0,0,0,1,0,0
1510,4.68213129,1,-1.609437943,4.180002213,3.218875885,0,0,0,0,0,1,0,1,0,1,1,0
516,5.192956924,0,-1.609437943,4.119849682,3.912023067,0,1,1,0,1,0,0,1,1,0,0,0
222,4.68213129,0,-2.120263577,3.560534477,1.386294365,0,0,0,0,0,0,0,1,1,0,1,0
276,3.988984108,0,-2.302585125,3.530176878,1.386294365,0,0,0,0,0,1,0,0,0,0,1,0
163,2.890371799,0,-1.609437943,3.046900511,2.995732307,0,0,1,0,0,0,1,1,1,0,0,1
1033,4.499809742,1,-1.609437943,3.551540852,2.302585125,0,1,0,0,0,1,0,0,0,1,1,0
1023,5.087596416,1,-1.609437943,3.925570726,1.098612309,0,1,1,1,0,1,0,0,1,0,0,1
869,5.010635376,1,-1.203972816,4.370080471,2.708050251,0,1,1,0,0,0,0,1,1,0,0,1
32,4.394449234,0,-1.609437943,4.027171612,1.791759491,0,0,1,1,0,1,0,0,0,1,0,1
422,3.988984108,0,-2.302585125,2.270371914,0,0,0,0,0,0,1,0,1,1,0,1,0
1536,5.659482002,1,-2.302585125,3.501223564,2.484906673,0,0,1,1,0,0,0,1,0,1,0,1
1204,5.192956924,1,-1.609437943,3.647875309,2.079441547,0,0,1,1,0,1,0,1,1,0,1,0
1268,3.988984108,1,-1.609437943,4.192801476,2.302585125,0,0,0,0,0,1,0,1,0,1,1,0
1327,4.969813347,1,-1.609437943,4.052202225,2.302585125,0,0,0,0,0,1,0,0,0,0,1,0
1111,5.141663551,1,-1.609437943,3.081359386,3.68887949,0,0,0,1,0,0,1,1,0,0,1,0
252,5.480638981,0,-1.609437943,3.213501453,2.302585125,0,0,0,0,0,0,0,0,0,1,1,0
288,4.276666164,0,-2.525728703,2.833213329,2.484906673,0,1,0,0,0,1,0,0,1,0,0,0
550,3.80666256,0,-2.302585125,2.983761072,2.484906673,0,0,0,0,1,1,1,1,0,0,0,0
54,5.332718849,0,-1.609437943,3.264078617,2.302585125,0,0,1,0,0,1,0,1,0,1,0,1
1379,4.68213129,1,-1.609437943,3.318902254,3.68887949,0,0,0,0,0,1,0,1,0,1,1,0
769,4.653960228,0,-1.609437943,3.680897713,2.708050251,0,0,1,0,0,1,0,1,0,1,1,0
581,5.375278473,0,-1.609437943,3.558315039,2.397895336,8.33686924,1,1,0,0,1,1,1,1,0,1,0
478,3.583518982,0,-1.609437943,3.342437744,2.995732307,0,0,1,1,0,0,0,1,1,0,0,1
1645,3.988984108,1,-1.609437943,3.429687738,1.791759491,0,1,0,0,0,0,0,0,0,1,1,0
1053,4.836281776,1,-1.609437943,3.267056227,2.302585125,0,0,1,1,0,0,1,1,1,0,1,0
1217,5.298317432,1,-1.609437943,3.223027229,2.484906673,0,1,1,0,1,0,0,1,1,0,0,1
646,5.164785862,0,-1.609437943,3.986480951,2.708050251,0,0,0,1,0,1,0,1,0,0,0,1
1437,5.087596416,1,-1.609437943,3.575430632,2.77258873,0,1,1,0,0,1,0,1,1,0,1,0
610,5.480638981,0,-1.609437943,3.857904673,2.302585125,0,0,1,0,0,0,0,1,1,0,0,1
1180,3.583518982,1,-1.609437943,4.015373707,2.302585125,0,0,0,0,0,1,0,0,1,0,0,1
1599,4.68213129,1,-1.609437943,3.382558107,2.079441547,0,0,1,0,0,0,1,1,0,1,0,1
395,3.583518982,0,-2.302585125,2.73052907,1.609437943,0,0,0,1,0,0,1,1,1,0,1,0
1395,5.659482002,1,-2.302585125,3.486824512,2.995732307,0,0,1,1,0,0,0,1,1,0,0,1
1124,4.836281776,1,-1.609437943,3.631276846,2.484906673,0,0,1,0,1,0,1,1,0,1,0,1
299,4.68213129,0,-2.302585125,2.840889692,1.609437943,0,1,0,0,0,1,0,0,0,1,1,0
290,5.192956924,0,-1.609437943,3.638927221,3.871201038,0,1,1,0,0,0,1,1,1,0,0,0
1390,5.34710741,1,-1.609437943,3.717369795,2.302585125,0,1,1,0,0,0,0,1,0,1,0,1
1412,5.123963833,1,-1.609437943,3.383440733,3.218875885,0,0,0,1,0,0,0,1,0,1,1,0
1113,5.59842205,1,-1.609437943,3.303547859,1.791759491,0,1,0,0,0,1,1,0,0,1,1,0
870,4.68213129,1,-1.609437943,3.963761091,0.693147182,0,0,1,0,0,1,0,0,0,0,0,0
39,5.192956924,0,-1.609437943,4.267807484,2.995732307,0,0,0,1,0,0,1,1,1,0,0,1
267,4.787491798,0,-1.609437943,4.076587677,2.302585125,0,0,0,0,0,0,0,0,1,0,1,0
504,6.291569233,0,-0.9162907,3.861276865,3.68887949,0,1,1,0,0,0,1,1,1,0,1,0
43,5.480638981,0,-0.9162907,4.394399643,1.791759491,0,0,0,0,0,1,1,1,1,0,1,0
375,5.52146101,0,-0.9162907,3.383440733,4.094344616,0,0,0,1,0,0,0,1,0,1,1,0
174,5.723585129,0,-0.9162907,4.576317787,1.791759491,0,1,0,0,0,0,0,1,0,1,0,1
1702,5.886104107,1,-0.9162907,4.388207436,3.178053856,0,1,0,1,0,1,1,1,0,0,1,0
891,5.192956924,1,-0.9162907,5.060910225,2.995732307,0,0,1,0,1,0,0,0,0,0,0,0
1668,6.291569233,1,-0.9162907,3.76120019,2.484906673,0,1,1,0,0,0,0,1,1,0,0,1
177,6.173786163,0,-0.9162907,4.124970913,2.708050251,0,1,1,0,0,0,1,1,0,1,0,1
1194,4.787491798,1,-0.9162907,5.287822723,2.302585125,0,1,1,0,0,1,1,1,1,0,0,1
1080,5.662960529,1,-0.9162907,4.504708767,2.995732307,0,0,1,1,0,0,1,1,1,0,0,1
104,3.583518982,0,-0.9162907,3.995242119,2.995732307,0,0,1,0,0,0,1,1,1,0,0,1
631,5.010635376,0,-0.9162907,3.332133055,1.280933857,0,1,0,1,0,0,0,1,1,0,0,1
1058,4.499809742,1,-0.9162907,3.834321022,3.218875885,0,1,1,0,0,0,0,1,1,0,0,1
1652,5.723585129,1,-0.9162907,4.656186581,2.890371799,0,0,0,0,0,0,0,1,1,0,0,1
900,5.416100502,1,-0.9162907,4.349555016,2.890371799,0,0,0,1,0,0,0,1,1,0,0,1
1494,6.551080227,1,-0.9162907,4.561301708,3.401197433,0,1,0,1,0,1,0,1,0,1,0,1
527,5.834810734,0,-0.9162907,4.213637829,2.995732307,0,1,0,0,0,0,0,1,0,1,1,0
1694,5.375278473,1,-0.9162907,3.967268467,3.68887949,0,1,0,0,0,0,0,1,1,0,1,0
1673,5.288267136,1,-0.9162907,4.102593899,2.708050251,0,1,0,0,0,1,0,0,0,0,1,0
239,5.886104107,0,-0.9162907,4.952455044,3.401197433,0,0,1,0,0,0,0,1,1,0,0,0
